M4199 0 0 0.33 0 0.33 0 0.33 0.33 0 0 0 0.33 0 0 0 1.65 0 1.65 2.64 0 0.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161 0.537 0 0 2.517 9 141 
M4200 0 0 0.67 0 0 0 0.67 2.02 0 0 0 0 0 0 0 0 0.67 0 3.37 0 1.35 0 0 0.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.095 0 0.286 0 0 5.558 39 189 
M4201 0.11 0.23 0.11 0 0.46 0.46 0 0.11 0.93 1.74 0.11 0.34 0.23 0.11 2.09 0 0.46 0 3.49 0 1.28 0 0.46 0.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0.34 0 0 0 0.019 0.172 0 0.23 0.134 0 4.281 144 655 
M4202 0 0 0 0 1.55 0 0 0 0 0.31 0 0.31 0 0 0 0.31 0.62 0 2.79 0 0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.93 0 0 0 0 0.048 0 0 0 0 2.09 22 115 
M4203 0 0 0 0 0.96 0 0.96 0 0 0 0.96 0 0 0 0 0 0 0 2.88 0 2.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.123 0 0.616 0 0 1.181 3 13 
M4204 1.05 0 0.7 0 1.05 0 0.7 0 0 0.35 0 0.7 0 0 0.35 0.7 0 0.35 5.96 0 1.4 0 0.35 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0.367 0.061 0 1.88 12 94 
M4205 0 0 0.55 0 0.55 0 0 0 0 0 0 0 0 0 0 0.55 0 0 3.31 0 1.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.55 0 0 0 0 0.104 0 0.524 0 0 1.229 7 75 
M4206 0.29 0 0.29 0 0.29 0 0 0.29 0 0 0.29 0 0 0 0 0 2.93 0.58 1.75 0 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.58 0 0 0 0.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.361 6 113 
M4207 0 0 0 0 0 0 0 0 0.89 0 0 0 0 0 0 0 0 0 0.89 0 3.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13 0 0.52 0 0 3.5 46 105 
M4208 0.08 0.08 0.35 0 1.52 0.17 0.08 0 0.35 0.17 0 1.43 0 0.08 0 0.53 0.08 0 3.58 0 0.89 0 0.08 0.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.054 0.068 0.369 0.109 0.027 4.896 119 1278 
M4209 0 0 1.16 0 3.48 0 0 0.58 0.58 0 0 0.58 0 0 0 1.74 0 0 1.16 0 3.48 0 0 0.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.082 0 0.165 0.082 0 2.17 12 102 
M4210 0.1 0 0.03 0 0.1 0.03 0 0 0 0.1 0.1 0.43 0 0 0 0.37 0.1 0 0.43 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0.13 0.06 0 0 0 0 0.06 0 0.03 0 0 0 0.2 0.014 0.078 0 0.034 0.019 0.019 4.93 113 3550 
M4211 0 0 0 0.42 0.84 0 0 0.42 0 0 0 0 0 0 0 0 0 0.42 0.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.488 0 2.636 0.683 0 3.168 36 301 
M4212 0.25 0 0.51 0 0.25 0.51 0.25 0 0 0 0 0.76 0 0 0 0.25 0 0.76 2.29 0 0.51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044 0 0.132 0.354 0 0 2.593 14 153 
M4213 0.08 0.08 0.76 0 0.85 1.02 0.25 0.17 0.59 0.08 0.17 0.59 0.17 0 2.21 0.25 0.08 0.93 1.61 0.17 0.42 0 0.85 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.17 0.08 0.08 0.08 0 0 0 0.063 0 0.394 0.114 0.012 7.484 669 1407 
M4214 0 0.24 0.72 0 0.24 0 0.12 0 0 0.36 0.12 0 0.12 0 0.12 0.12 0 0.6 0.36 0.12 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0 0 0 0 0 0.018 0 0.34 0 0.018 5.634 158 1234 
M4215 0 0 0.43 0 0.87 0 0 0 0 0 0 0 0 0 0 0.43 0.87 0 2.62 0 1.31 0.43 0.43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.31 0 0 0 0 0.072 0 0.577 0.216 0 6.274 90 320 
M4216 0.14 0.14 0.29 0 0 0 0 0 1.02 0.29 0.14 0.58 0 0 0 0 0 0.14 2.35 0.14 1.02 0 0 0.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 0 0 0.14 0 0 0 0 0.204 0 0.153 0.153 0.102 2.705 73 368 
M4217 0 0 0.14 0 0.28 0 0.14 0 0 0 0 0 0 0 0 0 0 0 2.89 2.31 2.02 7.97 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0 0 0.053 0 0.269 0.08 0.484 15.086 74 1222 
M4218 0.62 0 0.62 0 1.25 0 0.62 0 0 0 0 0.62 0 0 0 0.62 0.62 0 1.25 0 2.51 0 0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.456 0.273 0 2.52 22 121 
M4219 0.16 0 0.67 0 0.33 0.16 0.33 0.84 0.16 0.5 0.33 1.51 0 0 0 0 1.68 0.33 2.02 1.68 3.87 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16 0 0 0 0 0 0 0 0 0 0.218 0 1.118 0.054 0 4.928 63 621 
M4220 0 0 0.14 0 0.28 0 0.14 0 0 0 0.14 0.14 0 0 0 0 0 0 2.86 2.14 2 3.86 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0 0 0 0 0.048 0 0.241 0.072 0.435 6.238 37 1229 
M4221 0 0 0.15 0 0.15 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56 2.26 2.11 4.07 0.15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15 0 0 0 0 0.051 0 0.255 0.076 0.46 6.3 37 1216 
M4222 0.51 0.43 0.29 0 0.14 0.03 0 0.18 0.54 0.62 0.29 0.65 0.65 1.2 0.03 0.21 0.43 0.03 3.03 0 1.35 0 0.51 0.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0.012 0.078 0 0.443 0.51 0.133 6.59 739 2333 
M4223 0 0 0 0 0 0.68 0 1.36 0.68 0.68 0 0 0 0 0 0.68 2.73 0.68 1.36 3.42 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.68 0 0 0 0 0 0 0 0 0 0 0 1.143 0.519 0 3.737 75 228 
M4224 0.33 0 0.66 0 0.22 0 0 0 0.44 0.11 0 0.33 0 0 0 0.55 0 0 1.76 0 1.1 0 0 0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0.11 0 0 0 0 0 0 0.173 0 0.367 0.193 0.077 2.559 75 389 
M4225 0 0 0.49 0 1.48 0 0.49 0 0 0 0 0.99 0 0 0 0.49 0.99 0 2.47 0 2.97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.49 0 0 0 0 0.082 0 0.497 0.165 0 5.113 78 225 
M4226 0 0 0.94 0 0.94 0 0 0 0 0 0 0 0 0 0 0.94 0 0 4.71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17 0 3.571 0 0 1.3 7 52 
M4227 0.49 0.28 0.4 0 0.09 0.11 0.02 0.21 0.42 0.75 0.23 0.89 0.54 1.06 0 0.16 0.33 0.02 3.23 0 1.46 0 1.03 0.51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.058 0 0.382 0.847 0.141 5.783 193 3210 
M4228 0.33 0 0.66 0 0.22 0 0 0 0.44 0.11 0 0.33 0 0 0 0.55 0 0 1.76 0 1.1 0 0 0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0.11 0 0 0 0 0 0 0.173 0 0.367 0.193 0.077 2.559 75 389 
M4229 0 0 1.56 0 0 0 1.56 0 0 0 0 0 0 0 0 1.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56 0 0 0 0 0.233 0 0.7 0 0 2.125 12 34 
M4230 0 1.11 1.11 0 1.11 0 2.22 0 0 0 0 0 0 0 0 3.33 0 0 3.33 0 2.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.146 0 0 2.058 5 35 
M4231 0 0 3.03 0 0.43 0 0.86 0 0 0 0.43 0.43 0 0 0 2.16 0 1.29 3.46 0 1.73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0.801 0 0 4.77 41 353 
M4232 0 0 0.91 0 1.82 0.45 0 0 0 0 0 0.45 0 0 0 1.36 0 0 2.28 0 4.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.073 0 0 0 0 2.032 12 126 
M4233 0 0 0.76 0 0.76 0 0.5 0.5 0 1.01 0 0.25 1.52 0 0.76 0 0 1.52 2.03 0 1.52 0 0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.074 0 0.412 0.412 0 2.441 19 249 
M4234 0 0 1.44 0 0 0 0 0 0 0 0 2.89 0 0 0 1.44 0 0 5.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.277 0 0 1.312 3 21 
M4235 0 0 0.76 0 0.76 0 0.5 0.5 0 1.01 0 0.25 1.52 0 0.76 0 0 1.52 2.03 0 1.52 0 0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.074 0 0.412 0.412 0 2.441 19 249 
M4236 0 0.71 0.71 0 0.35 0.35 0 0 0 0 0 0.71 0 0 0 0.35 0 1.43 1.79 0 1.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057 0 1.257 0 0 3.895 61 261 
M4237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.88 0 5.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 4 9 
M4238 0.6 0 0.36 0 1.44 0 0 0 0.24 1.32 0.72 2.52 0.6 0 0 0.6 0.24 0 4.44 0 1.8 0 0.72 0.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0.04 0 0.101 0.222 0 3.577 54 483 
M4239 0 0 0.88 0 0.88 0 0 0 0 0 0 0.88 0 0 0 0 0 0 0.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.935 0 0 3.417 51 229 
M4240 0 0 0.36 0 0.6 0.12 0.12 0 0 0 0.12 0.48 0.12 0.12 0 0.12 0 0.6 2.41 0 0.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.056 0.037 0 0.056 0.094 0 1.246 14 389 
M4241 0 0 0 0 1.31 0 0 0 0 0 0 0 0 0 0 0 0 0 1.31 0 2.63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.251 0 1.007 0 0 1.44 8 36 
M4242 0 0 0 0 0 1.2 0 0 0 0 0 0 0 0 0 0 0 0 1.2 0 3.61 0 0 3.61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.421 0.21 0 3.454 17 38 
M4243 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.07 0 0 0 0 0.19 0 0.19 0.38 0 3.6 16 72 
M4244 0 0 1.92 0 0 0 0 0 0 0 0 0 0 0 0 0 3.84 0 1.92 0 1.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.336 0 0 1.21 3 23 
M4245 0.59 0.09 0.09 0 0.29 0.09 0 0.59 0.59 2.09 0.29 0.09 0.29 0 0.39 0.09 0.79 0.39 3.19 0.09 1.69 0 1.39 0.99 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0.09 0 0 0 0 0 0.19 0 0 0 0.044 0.078 0 0.334 0.133 0.011 15.493 1171 2541 
M4246 0 0 0 0 0 0 0 0 0 0 0 0 5.55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 0 2.411 10 41 
M4247 0.27 0 0.41 0 0 0 0.13 0.13 0 0 0 0.41 0 0 0 0 0 0.41 0.69 0 0.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133 0 0 0 0 1.531 20 144 
M4248 0 0.62 0.62 0 0.31 0 0 0 0 0 0 0.62 0 0 0 0.31 0 1.25 2.51 0 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31 0 0 0 0 0.051 0 0.777 0 0 3.39 61 278 
M4249 0 0 0 0 0.26 0 0.26 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0.52 17.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0.451 0.082 0.082 0.369 0 1.026 13.82 104 1078 
M4250 0.33 0 0.67 0 0.22 0 0 0 0.44 0.11 0 0.33 0 0 0 0.56 0 0 1.79 0 1.12 0 0 0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0.11 0 0 0 0 0 0 0.157 0 0.373 0.196 0.078 2.576 75 389 
M4251 0.12 0.12 0.24 0 1.34 0.12 0 0.12 0 0 0.36 0.85 0 0 0 0.24 0.24 0 2.33 0 0.73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 0 0 0 0.12 0 0 0 0 0.12 0 0 0 0.061 0.02 0 0.041 0.041 0 2.351 69 254 
M4252 0.12 0.12 0.24 0 1.34 0.12 0 0.12 0 0 0.36 0.85 0 0 0 0.24 0.24 0 2.33 0 0.73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 0 0 0 0.12 0 0 0 0 0.12 0 0 0 0.061 0.02 0 0.041 0.041 0 2.351 69 254 
M4253 0.31 0.31 0.31 0 0 0 0.31 0 0.31 0.31 0.31 0.31 0 0 0 0.94 0 0 0.31 0 2.51 0 0 0.31 0 0 0 0 0 0 0 0 0 0 0 0.31 0 0 1.88 0 0 0 0 0 0 0 0 0 0 0.75 0 0.89 0.046 0.046 12.382 138 421 
M4254 0 0 0.51 0 0.51 0 0 0 0 0 0 1.03 0 0 0 0 0 0 1.54 0 1.03 0 0 0.51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0.177 0 3.125 12 100 
M4255 0 0.48 0.48 0 0.48 0 0 0.48 0 0 0 0.96 0 0 1.92 0 0.48 0.96 2.88 0 2.88 0 1.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0 0 0 0 0 0.084 0 0.084 0.336 0 3.2 12 80 
M4256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.45 0 0 3.22 0 6.45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 
M4257 0 0 0.89 0 1.79 0.44 0 0 0 0 0 0.44 0 0 0 1.34 0 0 2.24 0 4.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.073 0 0 0 0 2.25 12 144 
M4258 0 0 0.71 0 0.17 0 0.35 0.35 0 0.17 0.17 0.35 0 0 0 0.35 0 0.17 0.53 0 0.17 0 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0.057 0 0.057 0.171 0 1.974 34 229 
M4259 0 1.72 0 0 0 0 0 0 0 1.72 0 0 0 0 0 1.72 0 0.86 0.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0.251 0.251 0 2.022 12 91 
M4260 0 0 0 0 0 0 0 2.53 0 0 0 0 0 0 0 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 0 0.186 0 0.186 0.186 0 4 23 84 
M4261 0 0 0 0 0.42 0.42 0.42 0 0 0 0 0.42 0 0 0 0 0 0 0.84 0 0.42 8.82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.062 0 0.187 0 1.002 7.951 74 493 
M4262 0 0 0 0 0.45 0.45 0.45 0 0 0 0 0.45 0 0 0 0 0 0 0.9 0 0.45 9.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.203 0 1.084 8.517 72 477 
M4263 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 3.01 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.176 0 0 4.476 20 94 
M4264 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.385 0 0 20 169 180 
M4265 0 0 1.25 0 2.5 0 0 0 0 0 0 0 0 0 0 1.25 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 4 36 
M4266 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0.194 0 0 0.389 0 3.6 16 72 
M4267 0 0 0 0 0 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.486 0 0 2.681 11 59 
M4268 0.21 0.1 0.52 0 1.26 0.1 0 0 0.42 0.52 0.21 0.52 0.42 0 0 0 0.52 0 4.53 0 2 0 0.31 1.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.028 0 0.141 3.305 0 11.288 193 1016 
M4269 0 0.23 0 0 0.23 0.47 0 0.47 0 0.95 2.61 1.66 0 2.61 0 0 0 0 3.8 0 0.95 0 0.23 0 0.71 0 0 0 0 0 0 0 0 0 0 0 0.95 0 0 0 0 0.23 0 0 0.47 0 0 0 0 0.121 0.04 0 0.04 0 3.78 55 189 
M4270 0.09 0.18 0.36 0 0.09 0 0.09 0 0.55 0.27 0.09 0.83 0.36 0 0 0 0 0.09 3.69 0.55 1.56 0 0 0.36 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0.056 0 0.341 0.085 0 7.273 103 1171 
M4271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.546 0 0 2.3 9 23 
M4272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.631 0 0 1.666 5 15 
M4273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.844 0 0 1.666 5 15 
M4274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.081 0 0 2.3 9 23 
M4275 0 0 0.64 0 0.64 0 0 0 0 1.29 0 0 0 0 0 2.59 0 0 3.24 0 0.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0 0 0 0 0 0 0 0 0.574 0 0 5.833 30 105 
M4276 0 0 0 0 0 0 0 0 0.93 0 0 0 0 0 0 0 0 0 0.93 0 3.73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134 0 0.536 0 0 2.166 23 65 
M4277 0 0 0.32 0 0.64 0.64 0.64 0.32 0 0 0 0.32 0.32 0 0 0.32 0.32 0.32 2.27 0 3.24 0 0 0.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0 0 0 0 0.156 0 0 0.156 0 1.688 19 157 
M4278 0 0 0 0 0 0 0 1.08 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0.191 0 0.191 0.383 0 3.95 23 79 
M4279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.448 0 0 2.666 11 24 
M4280 0 0 0 0 0 0 0 1.08 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0.191 0 0.191 0.383 0 3.95 23 79 
M4281 0 0 0 0 0 0.05 0 0.34 0 0 0.11 0.81 0.05 0.11 0 0 0.75 0 0 0 0 0 0.05 0 1.16 0 0 0 0 0 0 0 0.05 0 0 0.23 0.05 0 0 0 0 0 0 0 0 0 0 0 0.283 0.107 0 0 0.053 0 1.864 32 910 
M4282 0 0 0 0 0.88 0 0 0 0 0 0.44 0.44 0 0 0 0 0 0.44 1.32 0 1.32 0 0 0 0.44 0.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.072 0.072 0 0.291 0 0 1.348 3 58 
M4283 0 0 0.41 0 0.82 0.61 0.2 0 0.2 0.61 0.41 1.23 0.2 0 0 0.61 0 0 2.89 3.09 1.23 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.098 0.065 0 0.816 0.065 0 3.716 45 301 
M4284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.347 0 0 1 1 2 
M4285 0.1 0 0.43 0 0.1 0.1 0.1 0.53 0.1 0 0 0.64 0 0.32 0 0 0.1 0 0 0 0 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.049 0 0.016 0.065 0 1.901 29 329 
M4286 0.65 0.49 0.32 0 0.32 0.16 0 0.49 0.65 0.49 0.16 1.3 0 0 0.16 1.14 1.3 0.16 3.6 0.49 1.8 0 0 0.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16 0 0 0 0.225 0 0.902 0.225 2.233 5.833 47 595 
M4287 0.09 0 0.09 0 0.39 0.09 0.09 0 0.19 0.29 0.39 0.48 0 0.58 0 0.87 0.19 0 1.66 4.1 1.66 0 0.39 0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.136 0 0.318 0.151 0 6.813 494 1458 
M4288 0 0 0 0 0 0 0 3.33 3.33 0 0 0 0 0 0 0 3.33 0 0 0 6.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.396 0 0.396 3.714 11 26 
M4289 0.1 0 0.1 0 0.4 0.1 0.1 0 0.2 0.2 0.4 0.5 0 0.6 0 0.91 0.2 0 1.72 4.26 1.72 0 0.4 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.093 0 0.297 0.156 0 6.8 494 1428 
M4290 0 0 0.37 0 1.11 0.74 0 2.96 0 2.96 0 0 0.74 0 0 0 2.22 0 5.18 0 2.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.149 0 1.096 0 0 5.16 107 289 
M4291 0.08 0.08 0.76 0 0.85 1.02 0.25 0.17 0.59 0.08 0.17 0.59 0.17 0 2.21 0.25 0.08 0.93 1.61 0.17 0.42 0 0.85 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.17 0.08 0.08 0.08 0 0 0 0.063 0 0.394 0.114 0.012 7.484 669 1407 
M4292 0.25 0 0.51 0 0.25 1.28 0 0 0.77 0.51 0 0.25 0 0 0 0 0 0.51 1.79 0 0.77 0 2.05 0 0.51 0.51 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0.086 0 0.26 0.173 0 3.298 16 287 
M4293 0 0 0 0 1.05 2.1 1.05 0 0 0 0 0 0 0 0 0 0 0 3.15 0 1.05 0 2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.171 0.171 0 2.05 6 41 
M4294 0 0.1 0.3 0 1.02 0.3 0.1 0.4 0 0.2 0.1 0.92 0 0.1 0 1.94 0.92 0.4 1.94 0.4 0.61 0.92 0.51 0.1 0 0 0 0 0 0 0 0 0 0 0 0.3 0.1 0 0 0.1 0 0 0 0 0 0 0 0 0 0.048 0.016 0.518 0.162 0.34 8.181 283 1890 
